#Wave		#Intensity
1678.89356	8.33333E-7
1677.90527	617.70432
1676.91699	743.70051
1675.92871	648.88809
1674.93945	535.59962
1673.95019	-51.51794
1672.96094	-257.11629
1671.97168	-45.97392
1670.98242	-42.30642
1669.99219	-305.99617
1669.00195	-797.15817
1668.01172	-770.42886
1667.02148	-175.55883
1666.03027	-1311.72999
1665.03906	-619.25405
1664.04883	-969.20507
1663.05664	-972.36493
1662.06543	-667.25751
1661.07324	-635.40231
1660.08203	-966.19896
1659.08984	-625.42495
1658.09766	-884.93388
1657.10449	-811.6103
1656.11231	-31.22126
1655.11914	-744.67946
1654.12598	-460.40838
1653.13184	-252.24497
1652.13867	-357.8919
1651.14453	-768.87099
1650.15039	-888.68908
1649.15625	-711.40853
1648.16211	-471.04998
1647.16699	-936.46703
1646.17285	-494.17533
1645.17773	-100.34332
1644.18164	-860.01523
1643.18652	-669.54614
1642.19043	-541.83947
1641.19531	284.44056
1640.19922	-690.31421
1639.20215	-621.7492
1638.20606	-443.61224
1637.20898	-225.15381
1636.21191	-448.41253
1635.21484	-659.05661
1634.21777	170.03454
1633.21973	-16.37594
1632.22266	123.96174
1631.22461	75.7873
1630.22656	309.34535
1629.22754	-101.4211
1628.22949	219.6962
1627.23047	-86.83019
1626.23144	72.73855
1625.23144	263.5937
1624.23242	407.10251
1623.23242	647.11055
1622.23242	935.16169
1621.23242	1396.6598
1620.23242	946.51647
1619.23242	525.26983
1618.23144	1242.72385
1617.23047	955.00087
1616.22949	1498.99928
1615.22754	1105.60939
1614.22656	1216.60467
1613.22461	1687.31145
1612.22266	1548.67945
1611.2207	1537.10861
1610.21777	2166.4002
1609.21484	2408.9944
1608.21289	2290.34327
1607.20898	2637.31756
1606.20606	2575.99208
1605.20313	2546.08749
1604.19922	2579.14576
1603.19531	2829.4957
1602.19141	2885.20655
1601.18652	3633.8121
1600.18262	2982.69842
1599.17773	3412.16049
1598.17285	3299.50709
1597.16699	3265.45192
1596.16211	3672.00384
1595.15625	3644.5604
1594.15039	3352.99179
1593.14453	3556.50131
1592.13867	3376.21933
1591.13184	3512.92669
1590.125	3731.85572
1589.11816	3744.92335
1588.11133	3854.59376
1587.10449	4008.26686
1586.09668	4047.3497
1585.08887	4671.44923
1584.08106	4572.87867
1583.07324	4242.45509
1582.06445	4572.97714
1581.05664	5273.81536
1580.04785	4814.38502
1579.03906	4576.36582
1578.0293	4818.72828
1577.02051	5309.77646
1576.01074	5207.30494
1575.00098	5228.77223
1573.99023	5457.32569
1572.98047	5705.33554
1571.96973	5460.4979
1570.95898	5358.00156
1569.94824	5373.62534
1568.9375	5909.55592
1567.92578	5641.55584
1566.91504	5632.66831
1565.90332	6055.59108
1564.89063	6138.55209
1563.87891	6447.53484
1562.86621	6343.44793
1561.85352	6925.45883
1560.84082	6948.99073
1559.82813	6602.32976
1558.81445	7361.28728
1557.80176	7677.73992
1556.78809	7754.64178
1555.77441	7329.67596
1554.75977	7511.20102
1553.74609	7301.50131
1552.73144	7404.44402
1551.7168	7457.89129
1550.70117	6885.85027
1549.68652	7275.4214
1548.6709	6916.02605
1547.65527	6389.92091
1546.63965	6462.75864
1545.62402	6286.1172
1544.60742	6405.84783
1543.59082	5582.07993
1542.57422	5188.05974
1541.55762	5652.55437
1540.54004	4998.0923
