#Wave	#Intensity
402	169.42824
404	183.12044
406	88.79571
408	40.41877
410	67.9455
412	-11.67227
414	-19.48952
416	-247.56005
418	-384.93572
420	-430.64362
422	-218.67235
424	-239.96747
426	-82.45264
428	259.97246
430	418.41639
432	293.96173
434	160.69105
436	162.65751
438	168.89824
440	219.43405
442	99.26892
444	12.38483
446	18.75388
448	-15.6531
450	-27.86714
452	-166.91771
454	53.16851
456	35.38152
458	151.70603
460	182.12319
462	53.59898
464	69.08117
466	161.51217
468	-44.1725
470	-90.0535
472	0.79294
474	-0.7004
476	-15.60083
478	9.02443
480	-55.8903
482	-5.4116
484	-124.60046
486	-208.51731
488	-250.21015
490	-178.70612
492	-305.00731
494	-452.09798
496	-370.93187
498	-227.41752
500	41.57365
502	161.19292
504	204.58744
506	276.88823
508	242.20587
510	74.62323
512	-102.80103
514	-67.01573
516	-125.95938
518	32.4362
520	130.25177
522	300.56486
524	331.43998
526	218.91157
528	196.98094
530	170.6275
532	58.81097
534	-185.52601
536	-170.44666
538	-150.99565
540	4.79937
542	27.92589
544	104.37088
546	179.11854
548	119.14263
550	-68.601
552	-70.16843
554	-69.60886
556	-80.96447
558	-115.27051
560	-79.5541
562	216.16914
564	302.89157
566	404.58393
568	212.18664
570	239.64016
572	251.8637
574	133.75254
576	-148.82326
578	-354.007
580	-321.9271
582	-347.67657
584	-150.31625
586	-116.87218
588	-65.3554
590	-99.76524
592	-147.09452
594	-105.32606
596	-137.42797
598	-205.35786
600	-72.05955
602	43.54365
604	217.53562
606	411.99592
608	801.98233
610	1202.55265
612	1557.76465
614	1568.67614
616	1498.3449
618	1280.8287
620	920.18534
622	534.4726
624	245.74825
626	91.07008
628	-123.52871
630	-249.02401
632	-59.37939
634	112.46652
636	165.58101
638	173.02013
640	289.82335
642	265.01287
644	84.58189
646	-118.5029
648	-247.28323
650	-228.78903
652	-255.02547
654	-43.97484
656	-38.59395
658	62.16481
660	117.35289
662	200.01555
664	489.18628
666	518.8786
668	421.10601
670	488.88202
672	667.22014
674	397.13386
676	269.6367
678	175.74216
680	155.43677
682	304.68952
684	102.45381
686	-122.3474
688	-37.80139
690	-103.98323
692	-420.96419
694	-223.80514
696	-137.52487
698	-87.11978
700	-0.57252
702	96.14297
704	80.05281
706	102.17351
708	4.51358
710	55.07128
712	330.84446
714	538.82544
716	621.97346
718	534.24776
720	752.60759
722	673.01217
724	631.42075
726	517.79256
728	398.08685
730	101.26285
732	49.27979
734	-263.91322
736	-241.37198
738	-44.12594
740	187.81963
742	484.46384
744	555.78703
746	317.76954
748	-12.60828
750	-245.39787
752	-334.64942
754	-269.38854
756	-351.60743
758	-72.27131
760	59.68975
762	225.3529
764	514.78933
766	660.04768
768	899.1766
770	1077.22475
772	1303.24078
774	1433.27332
776	1359.37102
778	1047.58254
780	903.95651
782	653.54157
784	585.38637
786	503.53954
788	751.04973
790	932.96557
792	821.33571
794	718.20877
796	519.6334
798	332.65824
800	-57.66809
802	-46.33021
804	-13.30698
806	16.42736
808	1.89992
810	-211.86386
812	-279.83869
814	-256.97812
816	-40.20773
818	205.57264
820	490.46712
822	469.55933
824	301.93285
826	262.67129
828	121.82806
830	-152.56972
832	-49.50708
834	-34.95382
836	174.12524
838	156.76874
840	117.99793
842	21.81839
844	93.22388
846	233.20598
848	178.74698
850	260.80579
852	-6.67649
854	2.21512
856	15.39627
858	-159.21759
860	-222.71258
862	-99.15887
864	266.39563
866	437.91292
868	635.32836
870	508.57733
872	414.59518
874	335.31728
876	125.679
878	-11.41784
880	265.91603
882	662.57102
884	756.41095
886	757.29961
888	488.10084
890	78.67843
892	-99.10378
894	-235.38987
896	-596.31398
898	-399.98671
900	-170.45904
902	121.25805
904	402.17064
906	497.27266
908	555.55805
910	389.02077
912	326.65474
914	114.45391
916	-79.62044
918	64.38152
920	137.41757
922	139.43907
924	-100.61636
926	-274.82505
928	-293.25329
930	-131.93984
932	-115.89418
934	246.88742
936	520.42029
938	432.69506
940	323.70236
942	79.43282
944	-226.15529
946	-109.11167
948	-202.46337
950	-484.22654
952	-435.39711
954	-281.92256
956	-83.70683
958	-142.62568
960	43.4535
962	244.67759
964	309.18913
966	388.10617
968	157.51586
970	-138.49464
972	-81.85396
974	232.52317
976	443.73015
978	547.83718
980	763.91442
982	482.03205
