#Wave	#Intensity
1894	3395.98393
1896	3555.07467
1898	2855.23536
1900	2893.47682
1902	2485.80985
1904	1292.24529
1906	1218.79394
1908	875.46662
1910	2263.27414
1912	2956.22731
1914	3310.33693
1916	3623.61382
1918	4268.06878
1920	4038.71261
1922	2807.55609
1924	2948.61003
1926	1865.8852
1928	2784.3924
1930	2905.1424
1932	3048.14598
1934	3223.41394
1936	4274.95702
1938	4277.78602
1940	4237.91169
1942	3765.3448
1944	3328.0961
1946	3456.17635
1948	2423.5963
1950	1586.3667
1952	1374.49829
1954	1328.00182
1956	1066.88803
1958	1651.16765
1960	1546.85144
1962	2576.95012
1964	3228.47444
1966	3746.43512
1968	4014.8429
1970	3955.70851
1972	3302.04267
1974	2842.85609
1976	2607.1595
1978	1642.9636
1980	1079.27911
1982	611.11674
1984	1416.48719
1986	1610.40116
1988	1695.86937
1990	2177.90253
1992	2631.51132
1994	3139.70645
1996	3731.49862
1998	3565.89853
2000	3822.91686
2002	4370.5643
2004	4136.85153
2006	3425.78924
2008	3173.38809
2010	2809.65876
2012	2330.61191
2014	1903.25822
2016	1624.60835
2018	1123.67294
2020	616.46268
2022	-119.0118
2024	46.26018
2026	1047.30117
2028	1667.1291
2030	2145.7619
2032	2497.2175
2034	2474.51384
2036	1981.66884
2038	1427.70041
2040	955.62649
2042	1323.46498
2044	1086.23382
2046	2188.95091
2048	2486.63417
2050	2663.30152
2052	2084.97087
2054	2435.66013
2056	2898.38719
2058	3169.16998
2060	2975.02638
2062	2701.9743
2064	2503.03163
2066	2135.21627
2068	1504.5461
2070	929.03901
2072	1753.7129
2074	2354.58564
2076	2396.67511
2078	2191.99921
2080	1617.5758
2082	1100.42277
2084	1120.55799
2086	1546.99933
2088	2603.76467
2090	3176.87188
2092	3171.33882
2094	3437.18337
2096	2953.42338
2098	2846.07672
2100	2539.16124
2102	2238.69479
2104	1820.69523
2106	1493.1804
2108	1089.16814
2110	919.67631
2112	593.72275
2114	1050.3253
2116	1586.50181
2118	1956.27011
2120	2892.64804
2122	3052.65345
2124	3037.30417
2126	3123.61802
2128	2524.61284
2130	1454.30646
2132	1883.7167
2134	1726.86137
2136	1450.75831
2138	1584.42532
2140	1166.88023
2142	1365.14084
2144	622.22498
2146	68.15046
2148	-178.06492
2150	-31.41015
2152	168.14357
2154	596.62818
2156	598.05881
2158	926.4506
2160	1551.81866
2162	1573.17814
2164	1273.54415
2166	1527.93183
2168	1236.35628
2170	343.83265
2172	672.37604
2174	373.9672
2176	1412.58685
2178	2482.21575
2180	3556.83463
2182	3657.42421
2184	3698.96523
2186	3208.43841
2188	2464.82447
2190	2152.10414
2192	1159.25814
2194	1474.26716
2196	1260.11193
2198	1466.77317
2200	1326.23157
2202	915.46785
2204	1215.46272
2206	1056.19688
2208	1251.65103
2210	849.8059
2212	1176.64216
2214	905.14054
2216	924.28172
2218	616.04641
2220	1050.41531
2222	1885.36912
2224	1697.88853
2226	2383.95425
2228	2780.54696
2230	2834.64735
2232	2461.23612
2234	1634.29395
2236	1421.80153
2238	1399.73953
2240	1503.08863
2242	1012.82953
2244	2403.94289
2246	3146.40939
2248	2921.2097
2250	2637.3245
2252	1792.73445
2254	1575.42022
2256	1082.36247
2258	1112.54187
2260	1150.93908
2262	1539.53475
2264	1970.30954
2266	1931.24412
2268	1890.31913
2270	1305.51524
2272	1042.81308
2274	420.19332
2276	157.6366
2278	-264.87643
2280	-86.38089
2282	815.11461
2284	1240.61005
2286	1266.10547
2288	1436.60086
2290	1395.09624
2292	1237.5916
2294	954.08696
2296	1045.58232
2298	1149.07767
