#Wave	#Intensity
402	-32.55616
404	11.80847
406	-19.82364
408	-4.45043
410	136.93218
412	182.32867
414	187.72986
416	-48.89167
418	-230.58212
420	-387.38281
422	-300.31197
424	-316.34912
426	-204.44374
428	118.48633
430	288.54367
432	186.81905
434	97.37436
436	59.2528
438	10.48787
440	143.1071
442	134.13701
444	136.58978
446	64.46419
448	80.74536
450	32.41197
452	20.43462
454	115.78065
456	115.41539
458	227.29258
460	265.3544
462	100.52032
464	-12.31673
466	-29.27386
468	-171.46697
470	-119.00902
472	-23.99582
474	44.4887
476	76.36304
478	160.54122
480	43.92966
482	47.41869
484	-180.10574
486	-314.7624
488	-356.65209
490	-372.8441
492	-411.37207
494	-461.23236
496	-306.38018
498	-216.72462
500	-39.14415
502	-3.49556
504	-12.63169
506	132.59491
508	136.33299
510	129.71805
512	89.87191
514	137.90348
516	131.91263
518	234.98547
520	335.1949
522	438.59035
524	487.18769
526	493.00284
528	476.05166
530	412.35007
532	219.91394
534	1.75916
536	-47.12035
538	-165.73089
540	-172.07401
542	-129.13471
544	-9.88077
546	118.73293
548	160.75252
550	13.21224
552	144.13025
554	179.5234
556	80.39413
558	-0.27308
560	44.49821
562	295.68447
564	410.25773
566	464.16042
568	262.33502
570	303.72396
572	265.24347
574	134.77939
576	-104.80896
578	-274.67573
580	-218.9646
582	-268.79178
584	-164.25157
586	-138.41141
588	-100.3223
590	-198.02142
592	-217.5359
594	-151.87308
596	-205.01852
598	-280.94262
600	-169.59528
602	-3.89828
604	341.24353
606	615.9257
608	1139.20967
610	1719.15686
612	2179.82871
614	2335.28663
616	2233.59204
618	1909.80638
620	1459.99106
622	986.20749
624	433.51709
626	213.98127
628	18.66145
630	-136.40235
632	107.828
634	200.40432
636	128.36759
638	62.73878
640	249.52604
642	183.73121
644	17.3312
646	-95.71547
648	-226.45199
650	-243.91199
652	-269.10646
654	-77.022
656	18.38172
658	236.15271
660	243.33714
662	227.95759
664	601.01229
666	576.47667
668	433.32616
670	580.53621
672	740.08224
674	600.93968
676	501.08398
678	254.49057
680	155.13486
682	312.96686
684	-29.07898
686	-199.09947
688	-98.18855
690	-169.42021
692	-381.85865
694	-240.55111
696	-215.50667
698	-113.71032
700	-49.12553
702	0.29562
704	48.60595
706	89.85826
708	61.10049
710	82.37158
712	363.70437
714	517.12347
716	596.65348
718	397.31901
720	490.14464
722	445.15499
724	432.37465
726	323.82822
728	245.54031
730	109.50313
732	125.68434
734	-71.95934
736	-172.48378
738	-55.93762
740	126.64772
742	328.24642
744	305.82001
746	116.29716
748	-134.424
750	-341.45699
752	-382.90188
754	-358.82462
756	-427.25283
758	-157.17828
760	-62.55
762	170.69869
764	540.64074
766	830.33201
768	1118.82837
770	1464.18569
772	1788.45984
774	2010.70668
776	1919.98208
778	1529.3419
780	1232.842
782	890.53823
784	732.48645
786	428.74253
788	609.36231
790	679.40164
792	643.9164
794	463.96242
796	274.59556
798	138.87168
800	-102.18084
802	-80.54748
804	-127.20353
806	50.8838
808	-4.23999
810	-177.53449
812	-257.95888
814	-228.45455
816	-66.93714
818	139.7006
820	320.57259
822	271.77877
824	179.38705
826	143.43814
828	78.95482
830	-74.05448
832	8.4108
834	-28.64142
836	165.79599
838	84.73298
840	33.16296
842	9.07082
844	83.43818
846	201.24572
848	199.4658
850	212.05064
852	-85.06748
854	-66.97749
856	-112.75981
858	-208.48815
860	-202.22497
862	-187.01186
864	97.12979
866	266.19733
868	403.17836
870	279.03387
872	220.72486
874	139.18442
876	46.32356
878	-101.96062
880	-8.77564
882	308.78115
884	444.61329
886	485.59345
888	278.59429
890	-29.51152
892	-127.8792
894	-160.66097
896	-528.99631
898	-369.0086
