#Wave	#Intensity
402	1361
404	1632
406	1764
408	2072
410	2317
412	2601
414	2695
416	2383
418	2229
420	2204
422	2262
424	2399
426	2605
428	2852
430	3290
432	3344
434	3154
436	3022
438	2638
440	2309
442	1971
444	1586
446	1332
448	1412
450	1393
452	1303
454	1380
456	1433
458	1450
460	1469
462	1369
464	1358
466	1370
468	1228
470	1188
472	1264
474	1328
476	1290
478	1372
480	1402
482	1490
484	1356
486	1306
488	1215
490	1171
492	1044
494	896
496	942
498	1033
500	1175
502	1251
504	1286
506	1360
508	1330
510	1298
512	1215
514	1178
516	1197
518	1327
520	1466
522	1579
524	1619
526	1579
528	1631
530	1624
532	1481
534	1346
536	1362
538	1356
540	1420
542	1521
544	1624
546	1704
548	1734
550	1671
552	1708
554	1801
556	1774
558	1790
560	1878
562	2081
564	2176
566	2183
568	2069
570	2053
572	2084
574	2039
576	1885
578	1795
580	1811
582	1836
584	1887
586	1881
588	1877
590	1755
592	1698
594	1735
596	1711
598	1640
600	1720
602	1684
604	1595
606	1404
608	1367
610	1431
612	1467
614	1408
616	1472
618	1521
620	1523
622	1531
624	1418
626	1470
628	1402
630	1253
632	1381
634	1399
636	1293
638	1191
640	1346
642	1465
644	1723
646	1990
648	2339
650	2730
652	2910
654	2985
656	2622
658	2269
660	1957
662	1577
664	1619
666	1565
668	1584
670	1789
672	1976
674	1841
676	1789
678	1669
680	1544
682	1644
684	1449
686	1254
688	1240
690	1137
692	922
694	1073
696	1178
698	1242
700	1263
702	1290
704	1284
706	1233
708	1199
710	1276
712	1535
714	1756
716	1763
718	1646
720	1781
722	1727
724	1682
726	1597
728	1593
730	1368
732	1315
734	1024
736	977
738	1155
740	1298
742	1444
744	1466
746	1311
748	1053
750	895
752	939
754	1110
756	1140
758	1345
760	1371
762	1393
764	1397
766	1234
768	1270
770	1335
772	1427
774	1515
776	1476
778	1347
780	1313
782	1185
784	1250
786	1308
788	1613
790	1792
792	1765
794	1730
796	1686
798	1562
800	1322
802	1315
804	1272
806	1312
808	1317
810	1125
812	1109
814	1147
816	1316
818	1552
820	1797
822	1808
824	1669
826	1657
828	1526
830	1281
832	1309
834	1351
836	1516
838	1519
840	1501
842	1408
844	1332
846	1372
848	1606
850	2122
852	2615
854	3043
856	3596
858	3858
860	3781
862	3363
864	3088
866	2659
868	2220
870	2097
872	2216
874	2581
876	2970
878	3323
880	3716
882	4084
884	3847
886	3336
888	2748
890	2072
892	1444
894	986
896	539
898	619
900	833
902	1070
904	1287
906	1350
908	1369
910	1212
912	1119
914	850
916	669
918	817
920	889
922	908
924	728
926	568
928	542
930	582
932	552
934	797
936	1087
938	1035
940	924
942	772
944	575
946	572
948	519
950	351
952	421
954	567
956	738
958	710
960	920
962	1093
964	1078
966	1098
968	924
970	695
972	693
974	954
976	1161
978	1347
980	1611
982	1487
984	1485
986	1460
988	1229
990	961
992	988
994	1174
996	1185
998	1456
1000	1219
1002	1037
1004	1097
1006	1019
1008	1165
1010	1634
1012	2265
1014	2824
1016	3258
1018	3012
1020	2656
1022	2092
1024	1500
1026	1391
1028	1033
1030	786
1032	852
1034	872
1036	919
1038	1072
1040	981
1042	1128
1044	1070
1046	879
1048	290
1050	336
1052	331
1054	246
1056	520
1058	673
1060	997
1062	1164
1064	1299
1066	1458
1068	1611
1070	1565
1072	1403
1074	1313
1076	1148
1078	1116
1080	952
1082	852
1084	661
1086	629
1088	786
1090	1139
1092	1155
1094	1191
1096	1016
1098	827
1100	727
1102	618
1104	810
1106	819
1108	1024
1110	1157
1112	1170
1114	1201
1116	1312
1118	1625
1120	1735
1122	1768
1124	1405
1126	1339
1128	1221
1130	1131
1132	1286
1134	1128
1136	1327
1138	1286
1140	1122
1142	941
1144	1194
1146	1319
1148	1551
1150	1708
1152	1790
1154	2074
1156	2145
1158	2092
1160	2047
1162	2041
1164	1920
1166	1879
1168	1669
1170	1258
1172	1344
1174	1358
1176	1260
1178	1395
1180	1155
1182	1399
1184	1598
1186	1256
1188	1119
1190	1300
1192	1354
1194	1267
1196	1259
1198	1034
1200	976
1202	1005
1204	914
1206	1152
1208	1503
1210	2012
1212	2187
1214	2458
1216	2468
1218	2277
1220	2063
1222	1656
1224	1408
1226	1167
1228	1043
1230	686
1232	794
1234	820
1236	912
1238	857
1240	1001
1242	1254
1244	923
1246	812
1248	521
1250	424
1252	542
1254	777
1256	948
1258	1300
1260	1420
1262	1686
1264	2012
1266	1953
1268	1885
1270	2016
1272	1814
1274	1491
1276	1002
1278	919
1280	926
1282	864
1284	608
1286	1088
1288	1616
1290	1770
1292	1569
1294	1599
1296	1686
1298	1569
1300	1392
1302	1777
1304	2561
1306	2988
1308	2719
1310	2771
1312	2756
1314	2447
1316	2548
1318	2275
1320	2387
1322	2581
1324	2652
1326	2860
1328	3065
1330	3082
1332	3082
1334	3123
1336	3010
1338	3083
1340	3264
1342	3720
1344	4321
1346	4696
1348	4760
1350	4500
1352	4373
1354	4288
1356	4019
1358	3388
1360	3296
1362	3134
1364	3401
1366	3632
1368	3746
1370	4071
1372	4094
1374	4005
1376	4459
1378	4507
1380	4278
1382	3943
1384	3942
1386	3741
1388	3289
1390	3171
1392	3101
1394	3208
1396	3146
1398	3250
1400	3016
1402	3034
1404	2980
1406	2883
1408	3288
1410	3232
1412	3149
1414	2990
1416	3221
1418	3255
1420	3327
1422	3499
1424	3596
1426	3755
1428	3450
1430	2889
1432	2909
1434	2973
1436	3130
1438	2979
1440	3229
1442	3220
1444	3130
1446	2322
1448	2157
1450	2661
1452	2740
1454	2786
1456	3164
1458	3285
1460	3074
1462	3108
1464	2848
1466	2624
1468	2717
1470	2167
1472	1948
1474	2370
1476	2327
1478	2528
1480	3356
1482	3700
1484	3461
1486	3216
1488	2786
1490	2410
1492	2023
1494	1944
1496	2021
1498	2068
1500	2096
1502	1755
1504	1560
1506	1691
1508	1763
1510	1816
1512	2397
1514	2915
1516	2914
1518	2934
1520	2416
1522	2001
1524	1608
1526	1743
1528	2045
1530	2214
1532	2910
1534	3059
1536	3103
1538	2551
1540	1891
1542	1845
1544	1324
1546	1755
1548	2085
1550	2499
1552	2670
1554	2677
1556	2634
1558	2707
1560	2582
1562	2001
1564	2149
1566	2161
1568	1637
1570	1504
1572	1488
1574	1157
1576	1567
1578	1813
1580	1818
1582	1899
1584	1693
1586	2163
1588	2560
1590	2892
1592	2503
1594	3078
1596	2779
1598	2697
1600	2594
1602	2606
1604	3457
1606	3732
1608	4066
1610	3502
1612	3378
1614	2727
1616	2842
1618	2679
1620	2992
1622	3405
1624	3779
1626	3860
1628	3662
1630	3171
1632	2647
1634	2689
1636	2053
1638	2229
1640	2401
1642	2270
1644	2935
1646	3217
1648	3373
1650	3420
1652	3309
1654	3405
1656	3090
1658	2952
1660	2913
1662	3132
1664	2983
1666	3000
1668	2739
1670	2673
1672	2114
1674	1698
1676	1587
1678	1703
1680	1516
1682	2069
1684	2274
1686	2303
1688	2405
1690	2351
1692	1954
1694	1680
1696	1592
1698	1277
1700	1865
1702	1525
1704	1811
1706	1819
1708	2246
1710	2462
1712	2451
1714	2687
1716	2453
1718	2298
1720	1470
1722	1266
1724	627
1726	1086
1728	1090
1730	876
1732	1440
1734	1409
1736	1838
1738	1526
1740	1957
1742	1712
1744	2040
1746	1972
1748	1453
1750	1316
1752	951
1754	1054
1756	549
1758	496
1760	713
1762	864
1764	958
1766	1103
1768	1474
1770	1623
1772	1677
1774	1514
1776	1240
1778	1282
1780	1272
1782	1700
1784	2790
1786	4142
1788	5045
1790	5660
1792	5459
1794	4514
1796	3091
1798	1920
1800	1054
1802	689
1804	898
1806	1120
1808	1095
1810	1063
1812	798
1814	657
1816	585
1818	320
1820	391
1822	568
1824	761
1826	671
1828	693
1830	538
1832	316
1834	309
1836	0
1838	275
1840	753
1842	971
1844	1179
1846	903
1848	1269
1850	1461
1852	1345
1854	974
1856	1287
1858	1393
1860	1352
1862	981
1864	828
1866	984
1868	1098
1870	1165
1872	1250
1874	1470
1876	1599
1878	1482
1880	1022
1882	1103
1884	941
1886	853
1888	893
1890	994
1892	1101
1894	1202
1896	1015
1898	778
1900	886
1902	1008
1904	789
1906	1123
1908	1275
1910	1784
1912	2042
1914	1893
1916	1821
1918	1710
1920	1447
1922	977
1924	1032
1926	782
1928	1148
1930	1278
1932	1366
1934	1448
1936	1585
1938	1504
1940	1426
1942	1332
1944	1081
1946	1199
1948	1056
1950	1109
1952	1087
1954	1124
1956	1090
1958	1116
1960	1138
1962	1139
1964	1216
1966	1312
1968	1497
1970	1634
1972	1592
1974	1510
1976	1410
1978	1260
1980	1143
1982	1053
1984	1107
1986	1252
1988	1367
1990	1337
1992	1315
1994	1455
1996	1592
1998	1735
2000	1722
2002	1853
2004	1909
2006	1710
2008	1564
2010	1277
2012	1209
2014	1283
2016	1348
2018	1281
2020	1190
2022	992
2024	1011
2026	1214
2028	1318
2030	1470
2032	1566
2034	1560
2036	1465
2038	1421
2040	1364
2042	1594
2044	1607
2046	1715
2048	1780
2050	1727
2052	1632
2054	1680
2056	1731
2058	1676
2060	1548
2062	1492
2064	1482
2066	1438
2068	1390
2070	1489
2072	1689
2074	1861
2076	1760
2078	1618
2080	1488
2082	1375
2084	1416
2086	1377
2088	1487
2090	1478
2092	1732
2094	1741
2096	1656
2098	1678
2100	1672
2102	1687
2104	1451
2106	1291
2108	1235
2110	1325
2112	1290
2114	1627
2116	1986
2118	2181
2120	2454
2122	2376
2124	2309
2126	2087
2128	1816
2130	1610
2132	1789
2134	1845
2136	1853
2138	1991
2140	1794
2142	1894
2144	1480
2146	1325
2148	1216
2150	1237
2152	1321
2154	1552
2156	1596
2158	1785
2160	2015
2162	1919
2164	1950
2166	1918
2168	1796
2170	1520
2172	1777
2174	1745
2176	2027
2178	2001
2180	2120
2182	2033
2184	1849
2186	1610
2188	1429
2190	1524
2192	1148
2194	1478
2196	1634
2198	1866
2200	1834
2202	1809
2204	1965
2206	2079
2208	2011
2210	1860
2212	1967
2214	2235
2216	2185
2218	2010
2220	2167
2222	2275
2224	2221
2226	2118
2228	1975
2230	1844
2232	1895
2234	1961
2236	1858
2238	2037
2240	2079
2242	1898
2244	1886
2246	1855
2248	1919
2250	2018
2252	2270
2254	2174
2256	2154
2258	2041
2260	1767
2262	1647
2264	1610
2266	1781
2268	1820
2270	1886
2272	1859
2274	1702
2276	1535
2278	1496
2280	1504
2282	1506
2284	1698
2286	1794
2288	1808
2290	1750
2292	1525
2294	1588
2296	1487
2298	1277
