#Wave	#Intensity
402	1748
404	1911
406	2059
408	2270
410	2441
412	2600
414	2617
416	2441
418	2344
420	2347
422	2468
424	2582
426	2818
428	3008
430	3331
432	3419
434	3378
436	3312
438	3148
440	2968
442	2762
444	2475
446	2217
448	2191
450	2095
452	2004
454	1995
456	1930
458	2000
460	2059
462	2034
464	2049
466	2110
468	2021
470	2073
472	2119
474	2215
476	2297
478	2440
480	2488
482	2564
484	2497
486	2432
488	2356
490	2280
492	2127
494	1963
496	1942
498	2009
500	2176
502	2326
504	2496
506	2644
508	2648
510	2574
512	2440
514	2283
516	2145
518	2084
520	2034
522	2022
524	1996
526	1974
528	1998
530	1989
532	1947
534	1878
536	1906
538	1845
540	1821
542	1803
544	1778
546	1821
548	1844
550	1803
552	1851
554	1902
556	1878
558	1832
560	1782
562	1811
564	1786
566	1710
568	1583
570	1582
572	1607
574	1616
576	1571
578	1526
580	1622
582	1633
584	1712
586	1774
588	1865
590	1925
592	1943
594	1987
596	1935
598	1882
600	1848
602	1782
604	1696
606	1620
608	1640
610	1696
612	1671
614	1631
616	1653
618	1644
620	1606
622	1588
624	1502
626	1492
628	1412
630	1239
632	1307
634	1288
636	1250
638	1203
640	1292
642	1317
644	1407
646	1531
648	1646
650	1816
652	1894
654	2011
656	1885
658	1792
660	1684
662	1580
664	1680
666	1621
668	1616
670	1699
672	1779
674	1679
676	1727
678	1701
680	1750
682	1888
684	1812
686	1806
688	1882
690	1963
692	1980
694	2199
696	2259
698	2266
700	2217
702	2113
704	1998
706	1936
708	1888
710	1937
712	2075
714	2204
716	2204
718	2086
720	2100
722	2056
724	2047
726	2027
728	2032
730	2003
732	2036
734	1910
736	1879
738	2001
740	2130
742	2234
744	2300
746	2231
748	2196
750	2176
752	2294
754	2523
756	2733
758	3108
760	3477
762	3858
764	4328
766	4681
768	5060
770	5347
772	5506
774	5533
776	5268
778	4878
780	4456
782	4109
784	3825
786	3650
788	3720
790	3799
792	3761
794	3691
796	3575
798	3394
800	3229
802	3256
804	3404
806	3739
808	4125
810	4397
812	4692
814	4857
816	4915
818	4873
820	4668
822	4368
824	4031
826	3799
828	3502
830	3254
832	3225
834	3172
836	3164
838	3008
840	2941
842	2759
844	2727
846	2805
848	3004
850	3459
852	3855
854	4279
856	4694
858	4793
860	4645
862	4330
864	4034
866	3674
868	3293
870	3050
872	3037
874	3194
876	3270
878	3406
880	3668
882	3845
884	3591
886	3205
888	2731
890	2317
892	1961
894	1704
896	1565
898	1731
900	1859
902	1998
904	2099
906	2070
908	2027
910	1908
912	1777
914	1591
916	1446
918	1545
920	1620
922	1704
924	1689
926	1698
928	1858
930	1970
932	2028
934	2238
936	2563
938	2667
940	2727
942	2634
944	2507
946	2387
948	2149
950	1855
952	1647
954	1657
956	1613
958	1451
960	1471
962	1619
964	1650
966	1676
968	1646
970	1635
972	1757
974	1995
976	2163
978	2254
980	2441
982	2402
984	2300
986	2213
988	2061
990	1932
992	2069
994	2301
996	2495
998	2938
1000	3066
1002	3111
1004	3105
1006	2708
1008	2298
1010	2147
1012	2005
1014	1996
1016	2117
1018	2054
1020	2096
1022	2077
1024	2033
1026	2203
1028	2288
1030	2278
1032	2305
1034	2230
1036	2139
1038	2048
1040	1793
1042	1718
1044	1584
1046	1493
1048	1204
1050	1250
1052	1357
1054	1426
1056	1584
1058	1579
1060	1626
1062	1584
1064	1573
1066	1443
1068	1438
1070	1307
1072	1210
1074	1188
1076	1172
1078	1267
1080	1294
1082	1417
1084	1365
1086	1307
1088	1341
1090	1455
1092	1361
1094	1210
1096	1081
1098	953
1100	961
1102	894
1104	1039
1106	1165
1108	1359
1110	1525
1112	1578
1114	1723
1116	1807
1118	1923
1120	1942
1122	1890
1124	1624
1126	1538
1128	1521
1130	1516
1132	1571
1134	1556
1136	1671
1138	1611
1140	1461
1142	1309
1144	1505
1146	1589
1148	1748
1150	1768
1152	1872
1154	1880
1156	1773
1158	1618
1160	1512
1162	1576
1164	1514
1166	1523
1168	1469
1170	1271
1172	1193
1174	1040
1176	851
1178	850
1180	670
1182	793
1184	949
1186	937
1188	955
1190	1176
1192	1336
1194	1465
1196	1579
1198	1533
1200	1586
1202	1760
1204	1811
1206	2068
1208	2334
1210	2595
1212	2569
1214	2486
1216	2252
1218	2007
1220	1757
1222	1430
1224	1235
1226	1070
1228	998
1230	723
1232	755
1234	751
1236	819
1238	723
1240	820
1242	1045
1244	987
1246	1104
1248	1011
1250	961
1252	1010
1254	1219
1256	1354
1258	1647
1260	1787
1262	2056
1264	2353
1266	2302
1268	2182
1270	2195
1272	2014
1274	1737
1276	1350
1278	1208
1280	1157
1282	1081
1284	949
1286	1204
1288	1484
1290	1616
1292	1523
1294	1482
1296	1593
1298	1604
1300	1610
1302	1896
1304	2363
1306	2714
1308	2758
1310	2875
1312	2942
1314	2889
1316	2868
1318	2727
1320	2649
1322	2557
1324	2512
1326	2581
1328	2759
1330	2856
1332	3001
1334	3213
1336	3222
1338	3431
1340	3624
1342	4014
1344	4394
1346	4669
1348	4712
1350	4553
1352	4482
1354	4319
1356	4096
1358	3698
1360	3607
1362	3384
1364	3449
1366	3541
1368	3643
1370	3743
1372	3632
1374	3530
1376	3682
1378	3760
1380	3606
1382	3461
1384	3621
1386	3504
1388	3223
1390	3152
1392	3087
1394	3145
1396	3121
1398	3188
1400	3117
1402	3146
1404	3110
1406	3069
1408	3350
1410	3414
1412	3465
1414	3440
1416	3563
1418	3626
1420	3601
1422	3759
1424	4019
1426	4322
1428	4633
1430	4927
1432	5652
1434	6366
1436	7252
1438	7991
1440	8891
1442	9540
1444	9919
1446	9778
1448	9644
1450	9676
1452	9272
1454	8847
1456	8587
1458	8100
1460	7490
1462	7152
1464	6502
1466	5970
1468	5531
1470	4858
1472	4362
1474	4249
1476	3926
1478	3834
1480	3972
1482	3734
1484	3384
1486	2900
1488	2461
1490	2080
1492	1792
1494	1716
1496	1700
1498	1613
1500	1571
1502	1365
1504	1152
1506	1113
1508	1097
1510	996
1512	1310
1514	1584
1516	1600
1518	1620
1520	1403
1522	1257
1524	1151
1526	1257
1528	1386
1530	1590
1532	1974
1534	2000
1536	2054
1538	1881
1540	1674
1542	1693
1544	1521
1546	1712
1548	1907
1550	2032
1552	2009
1554	2116
1556	2240
1558	2359
1560	2347
1562	2112
1564	2199
1566	2166
1568	2045
1570	2124
1572	2272
1574	2290
1576	2703
1578	3071
1580	3160
1582	3310
1584	3300
1586	3760
1588	4094
1590	4387
1592	4433
1594	5077
1596	5106
1598	5312
1600	5569
1602	5652
1604	6221
1606	6434
1608	6877
1610	7060
1612	7799
1614	8511
1616	9864
1618	10898
1620	11723
1622	11902
1624	11536
1626	10567
1628	9123
1630	7503
1632	6158
1634	5329
1636	4355
1638	3998
1640	3864
1642	3573
1644	3843
1646	3995
1648	4119
1650	4063
1652	3860
1654	3818
1656	3686
1658	3687
1660	3624
1662	3872
1664	3865
1666	4047
1668	3893
1670	3968
1672	4029
1674	4322
1676	4880
1678	5754
1680	6763
1682	8199
1684	9416
1686	9942
1688	9920
1690	9406
1692	8192
1694	6607
1696	5301
1698	4039
1700	3581
1702	2973
1704	2889
1706	2667
1708	2954
1710	3088
1712	2889
1714	3050
1716	2885
1718	2646
1720	2032
1722	1911
1724	1384
1726	1706
1728	1620
1730	1372
1732	1788
1734	1889
1736	2274
1738	1972
1740	2342
1742	2100
1744	2450
1746	2409
1748	1947
1750	1920
1752	1709
1754	1726
1756	1202
1758	1061
1760	1313
1762	1437
1764	1575
1766	1731
1768	2115
1770	2165
1772	2078
1774	1861
1776	1574
1778	1510
1780	1306
1782	1710
1784	2581
1786	3499
1788	3926
1790	4408
1792	4165
1794	3456
1796	2268
1798	1540
1800	1052
1802	1032
1804	1216
1806	1501
1808	1648
1810	1573
1812	1319
1814	1093
1816	921
1818	585
1820	824
1822	1088
1824	1267
1826	1231
1828	1185
1830	816
1832	342
1834	332
1836	0
1838	467
1840	1121
1842	1338
1844	1769
1846	1728
1848	2136
1850	2265
1852	2101
1854	1446
1856	1677
1858	1618
1860	1505
1862	1119
1864	1280
1866	1621
1868	1742
1870	1935
1872	2244
1874	2964
1876	3237
1878	3140
1880	2292
1882	2293
1884	1845
1886	1530
1888	1514
1890	1672
1892	2190
1894	2393
1896	2370
1898	1924
1900	2158
1902	2212
1904	1876
1906	2124
1908	2166
1910	2819
1912	3166
1914	3087
1916	3002
1918	3157
1920	3014
1922	2451
1924	2458
1926	1847
1928	2333
1930	2382
1932	2661
1934	2842
1936	3472
1938	3400
1940	3377
1942	2997
1944	2747
1946	2937
1948	2423
1950	2151
1952	2089
1954	2010
1956	1732
1958	1854
1960	1700
1962	2391
1964	2663
1966	3003
1968	3223
1970	3309
1972	2982
1974	2606
1976	2404
1978	1833
1980	1686
1982	1307
1984	1761
1986	2004
1988	2073
1990	2404
1992	2421
1994	2770
1996	3559
1998	3573
2000	3604
2002	3955
2004	3921
2006	3346
2008	3336
2010	2857
2012	2627
2014	2655
2016	2543
2018	2120
2020	1868
2022	1415
2024	1497
2026	2294
2028	2506
2030	2680
2032	2904
2034	3175
2036	2568
2038	2512
2040	2358
2042	2723
2044	2660
2046	3469
2048	3622
2050	3781
2052	3475
2054	3750
2056	4155
2058	4248
2060	3854
2062	3513
2064	3162
2066	2607
2068	2075
2070	1933
2072	2771
2074	3451
2076	3732
2078	3699
2080	3306
2082	2758
2084	2582
2086	2823
2088	3907
2090	4277
2092	4205
2094	4316
2096	3842
2098	3614
2100	3407
2102	3334
2104	3145
2106	3175
2108	3178
2110	3216
2112	2673
2114	2588
2116	2838
2118	2981
2120	3782
2122	4037
2124	4167
2126	4771
2128	4472
2130	3421
2132	3714
2134	3768
2136	3414
2138	3377
2140	2912
2142	3134
2144	2732
2146	2335
2148	2293
2150	2801
2152	3057
2154	3394
2156	3405
2158	3467
2160	3989
2162	4307
2164	3962
2166	3960
2168	3574
2170	2388
2172	2934
2174	3026
2176	4234
2178	5605
2180	7082
2182	6968
2184	6736
2186	5978
2188	5004
2190	4665
2192	3298
2194	3871
2196	3655
2198	3985
2200	3879
2202	3359
2204	3609
2206	3824
2208	4146
2210	3441
2212	3661
2214	3308
2216	3365
2218	3080
2220	3229
2222	3928
2224	3850
2226	4727
2228	5134
2230	4961
2232	4857
2234	4207
2236	4291
2238	4135
2240	4330
2242	3697
2244	5223
2246	5879
2248	5314
2250	5413
2252	4489
2254	4142
2256	3470
2258	3102
2260	2848
2262	3432
2264	3643
2266	3734
2268	4047
2270	3651
2272	3447
