#Wave	#Intensity
2274	2663
2276	2008
2278	1576
2280	2058
2282	2584
2284	3363
2286	3527
2288	3880
2290	4064
2292	4036
2294	3864
2296	3966
2298	4408
