#Wave		#Intensity
1800.529297	23.908512
1798.058594	-67.118149
1795.587891	27.784344
1793.115234	-0.466026
1790.642578	21.742069
1788.169922	61.408947
1785.697266	107.699554
1783.222656	110.529839
1780.746094	18.853296
1778.269531	-27.259354
1775.792969	22.608059
1773.316406	7.746459
1770.837891	-52.542412
1768.357422	27.746466
1765.878906	19.713087
1763.398438	66.084038
1760.916016	23.426914
1758.435547	-43.839462
1755.951172	7.782904
1753.468750	-27.216330
1750.984375	0.639673
1748.498047	-21.858141
1746.013672	30.643564
1743.527344	53.964031
1741.039063	-16.889238
1738.550781	27.398401
1736.062500	25.683924
1733.574219	-33.957767
1731.083984	-25.468246
1728.591797	-25.851620
1726.099609	3.908978
1723.607422	-1.130724
1721.115234	19.996519
1718.621094	74.254372
1716.126953	6.926158
1713.630859	39.628746
1711.134766	27.647585
1708.636719	105.634865
1706.140625	57.200817
1703.640625	112.638062
1701.142578	88.559540
1698.642578	118.473259
1696.140625	78.852432
1693.640625	60.355034
1691.138672	41.036407
1688.634766	-62.680313
1686.130859	-43.858906
1683.626953	-34.855839
1681.121094	8.046177
1678.615234	25.194395
1676.109375	26.531340
1673.601563	124.259407
1671.093750	153.492249
1668.583984	221.450455
1666.074219	233.840973
1663.564453	499.162537
1661.052734	691.936279
1658.541016	1083.825928
1656.027344	1611.206421
1653.513672	2901.034424
1651.000000	4621.832031
1648.484375	6123.711426
1645.968750	5666.876953
1643.453125	4199.008789
1640.935547	2796.217529
1638.417969	1723.460205
1635.898438	1133.649048
1633.378906	954.206482
1630.859375	790.555115
1628.337891	790.815063
1625.816406	698.125610
1623.292969	729.711792
1620.769531	833.169189
1618.246094	764.769348
1615.720703	897.430908
1613.195313	1010.143188
1610.669922	987.610291
1608.142578	912.707397
1605.613281	1100.679321
1603.085938	1168.267334
1600.556641	1340.985718
1598.025391	1620.710815
1595.494141	1752.555298
1592.962891	1506.518799
1590.429688	1338.160522
1587.896484	1313.283813
1585.363281	1402.286255
1582.828125	1681.679688
1580.292969	2376.193359
1577.755859	3093.739258
1575.218750	3755.802979
1572.681641	3711.955811
1570.142578	3499.350098
1567.603516	3160.324951
1565.062500	2701.853760
1562.521484	2027.055908
1559.980469	1654.369751
1557.437500	1478.729248
1554.894531	1264.029419
1552.349609	1160.054321
1549.804688	1128.567993
1547.259766	994.427246
1544.712891	1028.592651
1542.166016	862.395569
1539.619141	799.961304
1537.070313	660.455505
1534.519531	800.448547
1531.970703	842.842163
1529.417969	849.194336
1526.867188	920.094238
1524.314453	901.343567
1521.761719	1026.121582
1519.207031	1471.727905
1516.652344	2482.519531
1514.095703	3958.603027
1511.539063	6066.131348
1508.982422	7287.503906
1506.423828	6915.858887
1503.865234	5984.175781
1501.306641	4744.938965
1498.746094	3532.979492
1496.185547	2398.851074
1493.623047	1579.633789
1491.060547	1040.083740
1488.496094	660.471863
1485.931641	342.596466
1483.367188	207.754150
1480.800781	178.142624
1478.234375	77.116150
1475.667969	179.217682
1473.099609	295.197418
1470.531250	267.069183
1467.960938	168.605911
1465.390625	230.431854
1462.818359	40.839737
1460.246094	-23.343061
1457.673828	-19.325041
1455.099609	-0.381193
1452.525391	113.763290
1449.951172	171.222794
1447.375000	188.480286
1444.796875	378.164429
1442.220703	368.215790
1439.642578	348.091461
1437.062500	626.738159
1434.482422	863.198608
1431.902344	765.169495
1429.320313	693.692688
1426.738281	559.072632
1424.154297	778.752441
1421.570313	1120.169800
1418.986328	1227.734985
1416.400391	1124.774780
1413.814453	754.679932
1411.226563	400.658386
1408.638672	271.483856
1406.050781	289.035431
1403.460938	327.209137
1400.871094	278.318146
1398.279297	314.456635
1395.687500	378.860291
1393.095703	493.587402
1390.501953	559.699463
1387.908203	759.595520
1385.312500	784.188171
1382.716797	1114.197021
1380.119141	1213.301758
1377.521484	1273.429810
1374.923828	1268.735962
1372.324219	1443.576294
1369.724609	2230.671631
1367.125000	4300.617188
1364.523438	6762.074707
1361.919922	9204.184570
1359.318359	8329.681641
1356.712891	5769.207031
1354.109375	4081.511475
1351.503906	2897.857178
1348.896484	2037.205688
1346.291016	1330.183472
1343.681641	737.516113
1341.074219	310.609680
1338.464844	168.590897
1335.853516	120.406700
1333.242188	8.607501
1330.630859	124.003349
1328.017578	159.510040
1325.404297	432.441986
1322.789063	792.093201
1320.173828	1218.370972
1317.558594	1814.953369
1314.941406	2842.406494
1312.324219	4290.798828
1309.705078	4896.865234
1307.085938	4527.324707
1304.466797	3439.674561
1301.845703	2502.951172
1299.224609	1845.217407
1296.601563	1620.030762
1293.978516	1515.636475
1291.353516	1625.863037
1288.728516	1601.406372
1286.103516	1255.566284
1283.476563	976.381470
1280.849609	868.968323
1278.220703	1009.910522
1275.591797	990.744568
1272.962891	715.033813
1270.332031	618.430603
1267.701172	569.220581
1265.068359	507.768066
1262.435547	465.273041
1259.800781	303.698273
1257.166016	497.563080
1254.531250	299.210327
1251.894531	264.366089
1249.257813	35.956989
1246.619141	-16.767578
1243.980469	-27.036715
1241.341797	40.950111
1238.701172	23.983803
1236.058594	-42.981968
1233.417969	44.581284
1230.775391	-74.292427
1228.130859	97.876602
1225.486328	311.291321
1222.839844	190.360336
1220.195313	-7.745536
1217.546875	-19.543129
1214.900391	28.750851
1212.250000	-18.006392
1209.601563	101.501526
1206.951172	251.847992
1204.298828	555.097656
1201.648438	689.041992
1198.994141	756.173889
1196.341797	845.665955
1193.685547	904.055725
1191.031250	1116.074951
1188.375000	1601.587280
1185.718750	1914.247559
1183.060547	2366.194824
1180.400391	2972.281738
1177.742188	3242.682129
1175.082031	2643.292725
1172.419922	1697.969971
1169.757813	978.547485
1167.095703	625.075378
1164.431641	408.194061
1161.767578	226.841064
1159.101563	186.556274
1156.435547	130.301971
1153.767578	22.624985
1151.101563	107.155769
1148.431641	75.836655
1145.761719	166.610397
1143.091797	181.684586
1140.419922	254.436600
1137.748047	336.349060
1135.076172	589.506226
1132.402344	916.903076
1129.726563	1289.609131
1127.052734	1827.627686
1124.375000	1796.744995
1121.699219	1246.774414
1119.019531	964.843506
1116.341797	701.571350
1113.662109	502.487091
1110.982422	253.266830
1108.300781	96.974983
1105.617188	63.232510
1102.935547	-3.071975
1100.251953	39.125031
1097.566406	17.214464
1094.880859	195.494492
1092.193359	320.746735
1089.507813	580.179749
